1	0
1.02000000000000	0.0255060000000000
1.12500000000000	0.134397000000000
1.24000000000000	0.225630000000000
1.39000000000000	0.316863000000000
1.58500000000000	0.408096000000000
1.90000000000000	0.500310000000000
2.18000000000000	0.588600000000000
2.42000000000000	0.676890000000000
3.02000000000000	0.863280000000000
3.57000000000000	1.04967000000000
4.03000000000000	1.22625000000000
4.76000000000000	1.58922000000000
5.36000000000000	1.95219000000000
5.75000000000000	2.31516000000000
6.15000000000000	2.68794000000000
6.40000000000000	3.04110000000000
6.60000000000000	3.41388000000000
6.85000000000000	3.77685000000000
7.05000000000000	4.13001000000000
7.15000000000000	4.49298000000000
7.25000000000000	4.86576000000000
7.40000000000000	5.22873000000000
7.50000000000000	5.59170000000000
7.60000000000000	6.31764000000000
