1 0
1.0238 0.16794
1.0554 0.33295
1.0911 0.5094
1.1307 0.6563
1.1743 0.81494
1.2297 0.97756
1.2851 1.1514
1.3644 1.3945
1.4515 1.685
1.6218 2.292
1.7485 2.802
1.8832 3.398
2.0733 4.3166
2.2317 5.1533
2.3347 5.7151
2.4772 6.5955
2.6277 7.5267
2.7743 8.4715
2.8812 9.1616
3.0119 10.109
