1 0
1.0181 0.11453
1.0687 0.46588
1.1229 0.69479
1.1843 0.89936
1.2566 1.1663
1.3217 1.394
1.3976 1.6902
1.4843 2.0247
1.553 2.315
1.6325 2.6631
1.7084 3.0271
1.7916 3.4768
1.8747 3.9281
1.9687 4.4572
2.059 5.0382
2.1458 5.5824
2.2289 6.1434
2.312 6.7627
2.3988 7.4213
2.4928 8.1677
2.5976 9.0591
2.6771 9.9764
2.7386 10.629
2.7964 11.089
