0.000000       0.0000020
0.001253       0.0009121
0.002506       0.0018057
0.003759       0.0027201
0.005013       0.0036418
0.006266       0.0045518
0.007519       0.0054447
0.008772       0.0063676
0.010025       0.0072757
0.011278       0.0081819
0.012531       0.0090918
0.013784       0.0100023
0.015038       0.0108709
0.016291       0.0118121
0.017544       0.0127319
0.018797       0.0136346
0.020050       0.0145913
0.021303       0.0155110
0.022556       0.0164015
0.023810       0.0172975
0.025063       0.0181797
0.026316       0.0190932
0.027569       0.0200061
0.028822       0.0209123
0.030075       0.0218461
0.031328       0.0228051
0.032581       0.0236869
0.033835       0.0245922
0.035088       0.0255260
0.036341       0.0264557
0.037594       0.0273262
0.038847       0.0282464
0.040100       0.0291498
0.041353       0.0301044
0.042607       0.0310436
0.043860       0.0319455
0.045113       0.0328196
0.046366       0.0337004
0.047619       0.0346148
0.048872       0.0355830
0.050125       0.0364892
0.051378       0.0373996
0.052632       0.0382756
0.053885       0.0391976
0.055138       0.0401040
0.056391       0.0409489
0.057644       0.0418882
0.058897       0.0428266
0.060150       0.0437366
0.061404       0.0446499
0.062657       0.0455734
0.063910       0.0465231
0.065163       0.0474693
0.066416       0.0483125
0.067669       0.0492341
0.068922       0.0501774
0.070175       0.0511003
0.071429       0.0520458
0.072682       0.0529661
0.073935       0.0538494
0.075188       0.0547722
0.076441       0.0556923
0.077694       0.0566210
0.078947       0.0575338
0.080201       0.0584842
0.081454       0.0594026
0.082707       0.0603461
0.083960       0.0612823
0.085213       0.0622209
0.086466       0.0631620
0.087719       0.0640844
0.088972       0.0649804
0.090226       0.0659316
0.091479       0.0668972
0.092732       0.0678932
0.093985       0.0688525
0.095238       0.0698223
0.096491       0.0707526
0.097744       0.0716898
0.098997       0.0726775
0.100251       0.0735855
0.101504       0.0745799
0.102757       0.0755667
0.104010       0.0765431
0.105263       0.0774984
0.106516       0.0784814
0.107769       0.0794950
0.109023       0.0804769
0.110276       0.0814394
0.111529       0.0824076
0.112782       0.0834046
0.114035       0.0843887
0.115288       0.0853741
0.116541       0.0863988
0.117794       0.0873950
0.119048       0.0884128
0.120301       0.0893901
0.121554       0.0903845
0.122807       0.0913781
0.124060       0.0923812
0.125313       0.0934505
0.126566       0.0944937
0.127820       0.0954652
0.129073       0.0964847
0.130326       0.0975027
0.131579       0.0985535
0.132832       0.0995873
0.134085       0.1006398
0.135338       0.1017350
0.136591       0.1028056
0.137845       0.1038203
0.139098       0.1049141
0.140351       0.1059754
0.141604       0.1069998
0.142857       0.1080788
0.144110       0.1091953
0.145363       0.1102850
0.146617       0.1113358
0.147870       0.1124682
0.149123       0.1136015
0.150376       0.1146591
0.151629       0.1157147
0.152882       0.1167871
0.154135       0.1179217
0.155388       0.1191307
0.156642       0.1203075
0.157895       0.1213962
0.159148       0.1224661
0.160401       0.1236168
0.161654       0.1247686
0.162907       0.1259020
0.164160       0.1270508
0.165414       0.1282371
0.166667       0.1294354
0.167920       0.1305925
0.169173       0.1317589
0.170426       0.1329842
0.171679       0.1342041
0.172932       0.1354050
0.174185       0.1365778
0.175439       0.1378035
0.176692       0.1390449
0.177945       0.1402730
0.179198       0.1414771
0.180451       0.1427149
0.181704       0.1439879
0.182957       0.1452446
0.184211       0.1465373
0.185464       0.1478211
0.186717       0.1490652
0.187970       0.1503713
0.189223       0.1516691
0.190476       0.1529567
0.191729       0.1542952
0.192982       0.1555829
0.194236       0.1569035
0.195489       0.1582211
0.196742       0.1596020
0.197995       0.1609098
0.199248       0.1622856
0.200501       0.1636537
0.201754       0.1650527
0.203008       0.1665203
0.204261       0.1679430
0.205514       0.1693107
0.206767       0.1706761
0.208020       0.1721518
0.209273       0.1736177
0.210526       0.1750449
0.211779       0.1765298
0.213033       0.1780310
0.214286       0.1794873
0.215539       0.1809878
0.216792       0.1824964
0.218045       0.1840371
0.219298       0.1855597
0.220551       0.1870589
0.221805       0.1885970
0.223058       0.1901846
0.224311       0.1918133
0.225564       0.1933502
0.226817       0.1949149
0.228070       0.1965985
0.229323       0.1981436
0.230576       0.1997759
0.231830       0.2014624
0.233083       0.2031225
0.234336       0.2048236
0.235589       0.2064781
0.236842       0.2082174
0.238095       0.2099553
0.239348       0.2116466
0.240602       0.2134693
0.241855       0.2152417
0.243108       0.2170343
0.244361       0.2187247
0.245614       0.2205432
0.246867       0.2224071
0.248120       0.2242317
0.249373       0.2261462
0.250627       0.2279986
0.251880       0.2298536
0.253133       0.2316767
0.254386       0.2335939
0.255639       0.2355443
0.256892       0.2374069
0.258145       0.2395212
0.259398       0.2414669
0.260652       0.2434293
0.261905       0.2454647
0.263158       0.2475434
0.264411       0.2495818
0.265664       0.2516333
0.266917       0.2537214
0.268170       0.2558225
0.269424       0.2579133
0.270677       0.2600468
0.271930       0.2622547
0.273183       0.2644384
0.274436       0.2666381
0.275689       0.2689621
0.276942       0.2711287
0.278195       0.2733904
0.279449       0.2757272
0.280702       0.2780569
0.281955       0.2804694
0.283208       0.2828358
0.284461       0.2852587
0.285714       0.2876406
0.286967       0.2900431
0.288221       0.2925228
0.289474       0.2949750
0.290727       0.2974796
0.291980       0.3002285
0.293233       0.3026823
0.294486       0.3052537
0.295739       0.3079153
0.296992       0.3105809
0.298246       0.3132260
0.299499       0.3159472
0.300752       0.3187803
0.302005       0.3215740
0.303258       0.3243381
0.304511       0.3271445
0.305764       0.3299658
0.307018       0.3328359
0.308271       0.3358594
0.309524       0.3388678
0.310777       0.3418403
0.312030       0.3448294
0.313283       0.3479186
0.314536       0.3510256
0.315789       0.3541607
0.317043       0.3573434
