0.000000       0.0000042
0.001253       0.0009010
0.002506       0.0018053
0.003759       0.0027239
0.005013       0.0036459
0.006266       0.0045656
0.007519       0.0055158
0.008772       0.0064408
0.010025       0.0073267
0.011278       0.0082416
0.012531       0.0091599
0.013784       0.0100796
0.015038       0.0109738
0.016291       0.0119168
0.017544       0.0128184
0.018797       0.0137057
0.020050       0.0146299
0.021303       0.0155655
0.022556       0.0165004
0.023810       0.0174198
0.025063       0.0183386
0.026316       0.0192334
0.027569       0.0201733
0.028822       0.0210990
0.030075       0.0219882
0.031328       0.0229297
0.032581       0.0238453
0.033835       0.0247695
0.035088       0.0257146
0.036341       0.0266529
0.037594       0.0275763
0.038847       0.0285167
0.040100       0.0294406
0.041353       0.0303740
0.042607       0.0313017
0.043860       0.0322505
0.045113       0.0331697
0.046366       0.0341298
0.047619       0.0350501
0.048872       0.0359723
0.050125       0.0369214
0.051378       0.0378879
0.052632       0.0387951
0.053885       0.0397385
0.055138       0.0407086
0.056391       0.0416391
0.057644       0.0425972
0.058897       0.0435748
0.060150       0.0445525
0.061404       0.0455059
0.062657       0.0464947
0.063910       0.0474495
0.065163       0.0484174
0.066416       0.0493643
0.067669       0.0503465
0.068922       0.0513473
0.070175       0.0523372
0.071429       0.0532805
0.072682       0.0542663
0.073935       0.0552408
0.075188       0.0562377
0.076441       0.0572246
0.077694       0.0581651
0.078947       0.0591852
0.080201       0.0601766
0.081454       0.0611754
0.082707       0.0622001
0.083960       0.0631686
0.085213       0.0641727
0.086466       0.0651939
0.087719       0.0662030
0.088972       0.0672160
0.090226       0.0682123
0.091479       0.0692037
0.092732       0.0702398
0.093985       0.0712500
0.095238       0.0722606
0.096491       0.0733050
0.097744       0.0743329
0.098997       0.0754022
0.100251       0.0764410
0.101504       0.0774718
0.102757       0.0785244
0.104010       0.0795459
0.105263       0.0805964
0.106516       0.0816459
0.107769       0.0827174
0.109023       0.0838093
0.110276       0.0848687
0.111529       0.0859473
0.112782       0.0870428
0.114035       0.0881003
0.115288       0.0891735
0.116541       0.0902377
0.117794       0.0913402
0.119048       0.0924111
0.120301       0.0935439
0.121554       0.0946775
0.122807       0.0957448
0.124060       0.0968369
0.125313       0.0979736
0.126566       0.0990839
0.127820       0.1002108
0.129073       0.1013540
0.130326       0.1024725
0.131579       0.1036265
0.132832       0.1047501
0.134085       0.1058815
0.135338       0.1070743
0.136591       0.1082364
0.137845       0.1094245
0.139098       0.1105744
0.140351       0.1117662
0.141604       0.1129402
0.142857       0.1140890
0.144110       0.1152906
0.145363       0.1164961
0.146617       0.1177217
0.147870       0.1189291
0.149123       0.1201779
0.150376       0.1213746
0.151629       0.1225784
0.152882       0.1238145
0.154135       0.1250466
0.155388       0.1262910
0.156642       0.1275453
0.157895       0.1288411
0.159148       0.1300836
0.160401       0.1313696
0.161654       0.1326654
0.162907       0.1339157
0.164160       0.1352262
0.165414       0.1365069
0.166667       0.1378266
0.167920       0.1391640
0.169173       0.1405167
0.170426       0.1418144
0.171679       0.1431851
0.172932       0.1445227
0.174185       0.1458827
0.175439       0.1472232
0.176692       0.1486221
0.177945       0.1500560
0.179198       0.1514413
0.180451       0.1528371
