0.000000       0.0000003
0.001253       0.0004170
0.002506       0.0008871
0.003759       0.0013549
0.005013       0.0018124
0.006266       0.0022407
0.007519       0.0026703
0.008772       0.0031380
0.010025       0.0035857
0.011278       0.0040274
0.012531       0.0044500
0.013784       0.0049083
0.015038       0.0053664
0.016291       0.0058068
0.017544       0.0062233
0.018797       0.0066740
0.020050       0.0071404
0.021303       0.0075882
0.022556       0.0080051
0.023810       0.0084499
0.025063       0.0089006
0.026316       0.0093613
0.027569       0.0098106
0.028822       0.0102355
0.030075       0.0106697
0.031328       0.0111318
0.032581       0.0116054
0.033835       0.0120763
0.035088       0.0125094
0.036341       0.0129376
0.037594       0.0134062
0.038847       0.0138601
0.040100       0.0143168
0.041353       0.0147776
0.042607       0.0152320
0.043860       0.0156925
0.045113       0.0161589
0.046366       0.0166222
0.047619       0.0170717
0.048872       0.0175336
0.050125       0.0179901
0.051378       0.0184262
0.052632       0.0188905
0.053885       0.0193569
0.055138       0.0198444
0.056391       0.0202953
0.057644       0.0207590
0.058897       0.0212326
0.060150       0.0216841
0.061404       0.0221628
0.062657       0.0226731
0.063910       0.0231552
0.065163       0.0236180
0.066416       0.0240836
0.067669       0.0245786
0.068922       0.0250604
0.070175       0.0255236
0.071429       0.0259996
0.072682       0.0264871
0.073935       0.0270137
0.075188       0.0274924
0.076441       0.0279645
0.077694       0.0284615
0.078947       0.0289662
0.080201       0.0294561
0.081454       0.0299661
0.082707       0.0304523
0.083960       0.0309237
0.085213       0.0314499
0.086466       0.0319732
0.087719       0.0324888
0.088972       0.0329811
0.090226       0.0335197
0.091479       0.0340169
0.092732       0.0345270
0.093985       0.0350636
0.095238       0.0355871
0.096491       0.0360979
0.097744       0.0366383
0.098997       0.0371574
0.100251       0.0376873
0.101504       0.0382288
0.102757       0.0387718
0.104010       0.0393042
0.105263       0.0398343
0.106516       0.0403987
0.107769       0.0409221
0.109023       0.0414627
0.110276       0.0420236
0.111529       0.0425907
0.112782       0.0431446
0.114035       0.0436613
0.115288       0.0442297
0.116541       0.0448264
0.117794       0.0453662
0.119048       0.0459482
0.120301       0.0464960
0.121554       0.0470810
0.122807       0.0476675
0.124060       0.0482249
0.125313       0.0487967
0.126566       0.0493986
0.127820       0.0499588
0.129073       0.0505653
0.130326       0.0511157
0.131579       0.0517059
0.132832       0.0523030
0.134085       0.0529043
0.135338       0.0534820
0.136591       0.0540694
0.137845       0.0546985
0.139098       0.0552940
0.140351       0.0558863
0.141604       0.0565145
0.142857       0.0571010
0.144110       0.0577369
0.145363       0.0583680
0.146617       0.0589625
0.147870       0.0595744
0.149123       0.0602130
0.150376       0.0608321
0.151629       0.0614647
0.152882       0.0620985
0.154135       0.0627309
0.155388       0.0633458
0.156642       0.0639764
0.157895       0.0646307
0.159148       0.0652912
0.160401       0.0659129
0.161654       0.0665681
0.162907       0.0672487
0.164160       0.0679184
0.165414       0.0685800
0.166667       0.0692256
0.167920       0.0698956
0.169173       0.0705858
0.170426       0.0712783
0.171679       0.0719687
0.172932       0.0726689
0.174185       0.0733564
0.175439       0.0740664
0.176692       0.0747655
0.177945       0.0754887
0.179198       0.0761962
0.180451       0.0768991
0.181704       0.0776263
0.182957       0.0783324
0.184211       0.0790732
0.185464       0.0798337
0.186717       0.0805440
0.187970       0.0812707
0.189223       0.0820349
0.190476       0.0827797
0.191729       0.0835611
0.192982       0.0843417
0.194236       0.0850760
0.195489       0.0858390
0.196742       0.0866045
0.197995       0.0873639
0.199248       0.0881949
0.200501       0.0889616
0.201754       0.0897157
0.203008       0.0905600
0.204261       0.0913558
0.205514       0.0921786
0.206767       0.0929740
0.208020       0.0937639
0.209273       0.0945826
0.210526       0.0954330
0.211779       0.0962289
0.213033       0.0970886
0.214286       0.0979088
0.215539       0.0987586
0.216792       0.0996423
0.218045       0.1004808
0.219298       0.1013228
0.220551       0.1021886
0.221805       0.1030748
0.223058       0.1039686
0.224311       0.1048722
0.225564       0.1057133
0.226817       0.1066188
0.228070       0.1075316
0.229323       0.1084809
0.230576       0.1093643
0.231830       0.1102805
0.233083       0.1112026
0.234336       0.1122016
0.235589       0.1131340
0.236842       0.1141062
0.238095       0.1150516
0.239348       0.1160180
0.240602       0.1170185
0.241855       0.1180290
0.243108       0.1190496
0.244361       0.1200469
0.245614       0.1210594
0.246867       0.1220931
0.248120       0.1231240
0.249373       0.1241749
0.250627       0.1251954
0.251880       0.1262570
0.253133       0.1273335
0.254386       0.1283871
0.255639       0.1295005
0.256892       0.1305829
0.258145       0.1316660
0.259398       0.1327807
0.260652       0.1339137
0.261905       0.1350259
0.263158       0.1361794
0.264411       0.1373347
0.265664       0.1385063
0.266917       0.1396913
0.268170       0.1408356
0.269424       0.1420317
0.270677       0.1432423
0.271930       0.1445071
0.273183       0.1456929
0.274436       0.1468908
0.275689       0.1481525
0.276942       0.1494324
0.278195       0.1506497
0.279449       0.1519598
0.280702       0.1532486
0.281955       0.1545129
0.283208       0.1558539
0.284461       0.1571724
0.285714       0.1584962
0.286967       0.1598386
0.288221       0.1612289
0.289474       0.1626307
0.290727       0.1639944
0.291980       0.1653955
0.293233       0.1668488
0.294486       0.1682485
0.295739       0.1696336
0.296992       0.1711196
0.298246       0.1726642
0.299499       0.1740893
0.300752       0.1755824
0.302005       0.1771162
0.303258       0.1786504
0.304511       0.1802416
0.305764       0.1817991
0.307018       0.1833263
0.308271       0.1849401
0.309524       0.1865098
0.310777       0.1881501
0.312030       0.1898274
0.313283       0.1914871
0.314536       0.1931711
0.315789       0.1948686
0.317043       0.1966023
